Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
side,0.01,0.96,-0.00,-0.55,0.18,-0.12,62.00,-1.00,-69.00
side,0.01,0.96,-0.00,0.31,0.06,-0.12,63.00,-1.00,-70.00
side,0.01,0.96,-0.00,0.49,0.00,-0.06,62.00,-3.00,-67.00
side,0.01,0.96,-0.01,-0.61,0.31,-0.12,63.00,-4.00,-66.00
side,0.01,0.96,-0.01,0.49,0.00,-0.06,62.00,-3.00,-74.00
side,0.01,0.96,-0.00,-0.06,0.43,-0.31,61.00,-1.00,-69.00
side,0.01,0.96,-0.00,-0.98,0.43,-0.55,63.00,-3.00,-70.00
side,0.01,0.96,-0.01,-0.49,0.24,-0.24,62.00,-2.00,-68.00
side,0.01,0.96,-0.01,0.24,0.12,-0.06,62.00,-2.00,-76.00
side,0.01,0.96,-0.01,0.98,0.00,0.00,63.00,-2.00,-68.00
side,0.01,0.96,-0.01,-0.18,0.92,-0.37,63.00,-3.00,-72.00
side,0.01,0.96,-0.01,1.16,-0.37,0.12,61.00,-2.00,-68.00
side,0.01,0.96,-0.01,1.10,0.24,0.24,63.00,0.00,-70.00
side,0.01,0.96,-0.01,0.73,0.06,-0.12,62.00,-1.00,-69.00
side,0.01,0.96,-0.00,-0.12,0.31,-0.06,62.00,-3.00,-67.00
side,0.01,0.96,-0.00,-1.53,0.92,-0.24,61.00,-2.00,-70.00
side,0.01,0.96,-0.00,0.43,0.00,-0.06,63.00,-2.00,-69.00
side,0.01,0.96,-0.00,0.24,-0.12,-0.06,62.00,-1.00,-66.00
side,0.01,0.96,-0.00,-0.79,0.31,-0.18,61.00,-3.00,-70.00
side,0.01,0.96,-0.01,-0.18,0.55,-0.12,63.00,0.00,-65.00
side,0.01,0.96,-0.00,0.43,0.06,-0.12,60.00,-3.00,-64.00
side,0.01,0.96,-0.00,0.00,0.12,-0.12,62.00,-4.00,-67.00
side,0.01,0.96,-0.01,-0.24,0.18,-0.18,62.00,-2.00,-67.00
side,0.01,0.96,-0.01,-0.31,0.61,-0.12,61.00,-2.00,-70.00
side,0.01,0.96,-0.01,-0.18,0.18,-0.18,62.00,-4.00,-68.00
side,0.01,0.96,-0.00,0.61,0.12,-0.18,62.00,-4.00,-69.00
